Repository,Expected Components,Recovered Components,Missing Components
logger_2,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
login-instructions,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
login-instructions_1,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
logo,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
logo_1,"Source, Documentation, Test, Configuration","Documentation, Wrapper","Source, Test, Configuration"
logs,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
lookup-sid,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
main,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
main_1,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_10,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_11,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_12,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
main_14,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
main_15,"Source, Documentation, Test, Configuration",Wrapper,"Source, Documentation, Test, Configuration"
main_17,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_18,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_2,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
main_3,"Source, Documentation, Test, Configuration","Documentation, Configuration, Wrapper","Source, Test"
